oferta,region,empresa,salario,experiencia,viajes,residencia,jornada,contrato,educacion,glosa,url,fecha descarga
Ingeniero  vOps  Azure," Providencia, R.Metropolitana",XinerLink,,2.0,No,No,Jornada extraordinaria,contrato a plazo fijo,Universitaria,"Software Factory Ingeniero  DevOps  AzurePrincipales Funciones:* Implementar/actualizar los Pipelines de integración y despliegue continuo* Soportar el proceso despliegue de aplicaciones en Azure* Capturar y analizar los logs operacionales para detectar problemas y pasar al equipo de desarrollo para correguir* actualizar el uso de el repo de control de versión* diseñar/configurar infra.as-code, mecanismos de control de cumplimiento, y seguridad según sean definidos por el ClienteRequisitos: Azure DevOps Service (Azure Pipelines,  Boards, Repos) Formación requerida: Ingeniero en ejecución, analista de sistemas o programador con especialización en computación o informática, egresado de instituto profesional o universidad (o carrera afín).  Condiciones laborales:Renta acorde al mercadoJornada Laboral:  Lunes a Viernes de 8:30 a 18:30 hrs",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero--devops-azure-en-santiago-providencia-D332E0DF30B3DF5261373E686DCF3405,2020-09-06
Ingenieros/asvOps Azure," Providencia, R.Metropolitana",XinerLink,1111111.0,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Software Factory Ingeniero  DevOps  AzurePrincipales Funciones:* Implementar/actualizar los Pipelines de integración y despliegue continuo* Soportar el proceso despliegue de aplicaciones en Azure* Capturar y analizar los logs operacionales para detectar problemas y pasar al equipo de desarrollopara correguir* actualizar el uso de el repo de control de versión* diseñar/configurar infra.as-code, mecanismos de control de cumplimiento, y seguridad según seandefinidos por el ClienteRequisitos: Azure DevOps Service (Azure Pipelines,  Boards, Repos) Formación requerida: Ingeniero en ejecución, analista de sistemas o programador con especializaciónen computación o informática, egresado de instituto profesional o universidad (o carrera afín).  Condiciones laborales:Renta acorde al mercadoJornada Laboral:  Lunes a Viernes de 8:30 a 18:30 hrs",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingenierosas-devops-azure-en-santiago-providencia-281B04214BB887BC61373E686DCF3405,2020-09-06
Ingeniero  vOps  Azure Proyecto," Providencia, R.Metropolitana",XinerLink,1599999.0,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Software Factory Ingeniero  DevOps  AzurePrincipales Funciones:* Implementar/actualizar los Pipelines de integración y despliegue continuo* Soportar el proceso despliegue de aplicaciones en Azure* Capturar y analizar los logs operacionales para detectar problemas y pasar al equipo de desarrollo para correguir* actualizar el uso de el repo de control de versión* diseñar/configurar infra.as-code, mecanismos de control de cumplimiento, y seguridad según sean definidos por el ClienteRequisitos: Azure DevOps Service (Azure Pipelines,  Boards, Repos) Formación requerida: Ingeniero en ejecución, analista de sistemas o programador con especialización en computación o informática, egresado de instituto profesional o universidad (o carrera afín).  Condiciones laborales:Renta acorde al mercadoJornada Laboral:  Lunes a Viernes de 8:30 a 18:30 hrsIMPORTANTE, el currículo debe detallar expresamente en cada una de las experiencias laborales, las funciones del cargo, el rol dentro de la empresa, si realizo análisis, desarrollo, levantamientos, etc.Es vital incluir las metodologías utilizadas, lenguajes, versiones, frameworks, tipo de base de datos, fecha de inicio y término de todos los proyectos (mes y año).",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero--devops-azure-proyecto-en-santiago-providencia-F73C76C0450FFB4D61373E686DCF3405,2020-09-06
Ingeniero EHS," Peñalolén, R.Metropolitana",Adecco Chile,,3.0,No,No,Jornada de 45 horas semanales,contrato indefinido,Universitaria,"Importante laboratorio farmacéutico se encuentra en búsqueda de un Ingeniero en Prevención de Riesgos para coordinar y ejecutar las acciones relacionadas con medio ambiente, salud, seguridad, control legal y reducción de las consecuencias del trabajo.  FUNCIONES:Implementar, controlar y hacer seguimiento a los lineamientos anuales del área EHS. Supervisar el cumplimiento de la norma N°16.744 y 19.300 y sus decretos asociados. Actualizar la información de las nuevas normas legales. Coordinar y ejecutar actividades de capacitación. Controlar y mantener actualizados los KPI corporativos de tasa de accidentalidad, consumo de energía y actividades de salud y seguridad laboral. Planificar, asesorar y promover acciones permanentes para evitar accidentes, enfermedades profesionales y daños al medio ambiente.REQUISITOS:- Ingeniero en prevención de riesgos- Experiencia como Ingeniero EHS en empresas de más de 500 personas (Deseable industria farmacéutica)- Certificación en implementación Sistema de Gestión Integrado o Auditor de ISO, OSHA- Conocimiento en Norma Chilena- Manejo de SAP y Microsoft Office Avanzado- Ingles intermedioLugar de trabajo: PeñalolenSalario: Entre $1.400.000 - $1.700.000Contrato directo con la empresa, a plazo fijo con renovación a indefinido. (Nota: Por favor adjuntar su CV actualizado al portal)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-ehs-ing-prevencion-de-riesgos-en-santiago-penalolen-B5726193C8606DA161373E686DCF3405,2020-09-06
Programador Ingeniero integraciones," Providencia, R.Metropolitana",No Informa,1500000.0,,No,No,Jornada de 45 horas semanales,Otro tipo de contrato,Universitaria,"Importante institución de salud, se encuentra en la búsqueda de Programador Ingeniero de integracionesSe requiere:Experiencia en proyecto de desarrollo de interfaces RESTFul, SOAP XML, Otras a medida.Buen manejo de Bases de dato SQL Server, Oracle/Mysql, Postgres, SO Linux instalación/op de software webExperiencia en HL7 FHIR.Experiencia laboral en sector SaludSe ofrece:Renta líquida $1.500.000 líquidosContrato por 4 meses, con posibilidad de extensión",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-programador-ingeniero-de-integraciones-experiencia-en-sector-salud-en-santiago-providencia-EC5604D19D6707F761373E686DCF3405,2020-09-06
Ingeniero vOps  Azure," Providencia, R.Metropolitana",XinerLink,1111111.0,4.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Software Factory Ingeniero  DevOps  AzurePrincipales Funciones:* Implementar/actualizar los Pipelines de integración y despliegue continuo* Soportar el proceso despliegue de aplicaciones en Azure* Capturar y analizar los logs operacionales para detectar problemas y pasar al equipo de desarrollo para correguir* actualizar el uso de el repo de control de versión* diseñar/configurar infra.as-code, mecanismos de control de cumplimiento, y seguridad según sean definidos por el ClienteRequisitos: Azure DevOps Service (Azure Pipelines,  Boards, Repos) Formación requerida: Ingeniero en ejecución, analista de sistemas o programador con especialización en computación o informática, egresado de instituto profesional o universidad (o carrera afín).  Condiciones laborales:Renta acorde al mercadoJornada Laboral:  Lunes a Viernes de 8:30 a 18:30 hrs",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-devops-azure-en-santiago-providencia-F4D1BA8C5172D59661373E686DCF3405,2020-09-06
Ingeniero Civil Industrial,"Viña del Mar, Valparaíso",No Informa,,,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Prestigiosa empresa logística, busca conseguir a la brevedad un Ingeniero Civil industrial con o sin experiencia, quien se encargue de la confección, control y monitoreo de Kpi en producción, revisión y elaboración periódica de presupuestos.Requisitos- Conocimiento Excel Avanzado- idealmente conocimiento de Sharepoint, Sap B1 o Qlik sense (no excluyente)- idealmente conocimiento de programacion o SQL(No excluyente)",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-civil-industrial-en-vina-del-mar-CC364DD2A67A388B61373E686DCF3405,2020-09-06
Ingeniero Software Java,"Santiago Centro, R.Metropolitana",DSAC CHILE SPA,,5.0,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,En Dsac Chile nos encontramos en búsqueda de 2 Ingenieros de Software Java con experiencia demostrable  EXCLUYENTE de 4 años en lo siguiente:-Sistema Operativo: CentOS 7 – Apache 2.2.15 -Servidor Aplicación: Tomcat 8 (JDK 1.8 última actualización disponible) -Vers. Código: GIT (versión GitLab)-Herramienta para desarrollo (IDE): Eclipse NEON/Oxygen -Framework Spring: 4.1.6.RELEASE -Repositorio de librerías: MAVEN 2.5.1 -Patrón de aplicaciones: MVC -Plantillas Presentación: Freemarker 2.3.22 -Reportes: BIRT/PDFMAKE -Seguridad: Spring Security 4.0.1.RELEASE -Test Unitarios: Junit 4.8.2 -ORM: MyBATIS  3.2.7 -Integración Continua: Jenkins 2.150.2 -Revisión Código: SonarQube 5.6.3 -Mensajería (colas): RabbitMQ 3.7.9 Erlang 21.1.1 -Motor de Base de Datos: PostgreSQL 10  -JQuery: 2.1.4 BENEFICIOS:-Contratación plazo fijo y luego indefinida.-Seguro de Vida y Salud Complementario.-Afiliación Caja de Compensación Los Andes.-Aguinaldos.-Convenio Cabify.-Teletrabajo.-Otros.,https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-software-java-en-santiago-centro-EB03F713376F249661373E686DCF3405,2020-09-06
Ingeniero Software," Huechuraba, R.Metropolitana",DSAC CHILE SPA,,,Si,Si,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,En Dsac Chile necesitamos 2 Ingenieros de Software con experiencia mínima y comprobable de 4 años.REQUISITOS EXCLUYENTES:-Ángular.-NodeJS.-MongoDB.-Microservicios.-Disponibilidad Inmediata.REQUISITOS DESEABLES:-API.-CI/CD.-Azure.-Kubernetes.-Kafka.BENEFICIOS:-Contratación plazo fijo y luego indefinida.-Seguro de Vida y Salud Complementario.-Afiliación Caja de Compensación Los Andes.-Aguinaldos.-Convenio Cabify.-Teletrabajo.-Otros.,https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-software-en-santiago-huechuraba-D3151F16D82BDF1761373E686DCF3405,2020-09-06
Ingeniero en climatización o Constructor civil," Quilicura, R.Metropolitana",No Informa,,2.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Universitaria,"Importante empresa de climatización busca el cargo de INGENIERO EN CLIMATIZACIÓN Con experiencia en climatización de al menos 2 años Experiencia en montaje de equipos de clima y ductos de aire acondicionado, climatización de edificiosSe ofreceAtractiva renta mercadoContrato directo por empresaBeneficios",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-climatizacion-o-constructor-civil-experiencia-en-santiago-quilicura-BC47B68E44D1FD3F61373E686DCF3405,2020-09-06
Ingeniero en Automatización,"Calama, Antofagasta",No Informa,,3.0,No,No,Jornada de 45 horas semanales,contrato a plazo fijo,Educación media,"Importante empresa multinacional de servicios eléctricos, de telecomunicaciones, mantenimiento industrial y eficiencia energética requiere para uno de sus servicios a Ingeniero en Automatización,  con al menos 3 años de experiencia en plantas productivas realizando labores de mantenimiento preventivo y correctivo a los controladores de sistemas auxiliares, interfaces de control HMI y comunicaciones de accionamientos Gearless de molinos, bombas, correas transportadoras.Principales responsabilidades:- Encargado de investigar, analizar, planear, diseñar, adaptar, instalar, operar y mantener sistemas de control asociados a los accionamientos de molinos, bombas y correas transportadoras, entre otros.Dentro de sus funciones y/o capacidades principales se requiere: - Mantener sistemas de control auxiliares, paneles de interface HMI, comunicaciones en los accionamientos de molinos, bombas y/o correas transportadoras: respaldo de programas de controladores y periféricos, cambio de controladores y tarjetas descarga de programación, configuración y/o parametrización.- Mantener respaldo de las aplicaciones y programas operando en los controladores, servidores de los accionamientos. En caso de falla de estos realizar la descarga y configuración para restablecer la funcionalidad.- Supervisión de personal colaborador a cargo de actividades de mantenimiento preventivo y/o correctivo en los sistemas de control, supervisión, monitoreo y/o comunicación .- Promover y aplicar las acciones necesarias relacionadas con el desarrollo sustentable de manera social, ambiental y ética mente responsable.- Adaptar nuevas tecnologías en la mejora de los procesos de todo tipo relacionados con su campo de acción.- Probar, interpretar, diagnosticar y realizar mantenimiento de equipos e instalaciones en su campo de acción.- Realizar un uso provechoso de las tecnologías de la información y comunicación (TICS), en su campo de acción. - Mantenerse actualizado para superarse personalmente, adquiriendo conciencia de su propia identidad, sus aspiraciones y potencialidades, y las de su entorno. Requisitos: - Haber participado en al menos 2 equipos de comisionamiento y puesta en marcha de proyectos de accionamientos Gearless de molinos, bombas y/o correas transportadoras.-Contar con un mínimo de 3 años de experiencia en plantas industriales.- Disponibilidad para trabajar en turnos. *ADJUNTAR CV AL PORTAL (FORMATO PEDF O WORD) O NO SE CONSIDERARÁ SU POSTULACIÓN.",https://www.computrabajo.cl//ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-automatizacion-ii-region-en-calama-A3A88A6E4878A16661373E686DCF3405,2020-09-06
